抓取批次,候选编号,来源编号,来源层级,地区,来源栏目,发布部门,文件标题,发布日期,命中关键词,文档类型,质量分,入库状态,建议动作,原文链接,来源列表页
20260502_020427,CAND-F910CD63B986,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于印发《蒙西新型电力系统建设行动方案（1.0版）》的通知,,新型电力系统,HTML,50,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202204/t20220425_2045376.html,https://nyj.nmg.gov.cn/slh/tz/index_33.html
20260502_020427,CAND-56C58A68B88F,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于印发实施2022年源网荷储一体化项目的通知,,源网荷储,HTML,50,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202209/t20220928_2142597.html,https://nyj.nmg.gov.cn/slh/tz/index_32.html
20260502_020427,CAND-5157D99A8062,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局关于规范独立新型储能电站管理有关事宜的通知,,新型储能,HTML,50,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202511/t20251110_2815497.html,https://nyj.nmg.gov.cn/slh/tz/index_4.html
20260502_020427,CAND-E73B8AE1C96B,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,内蒙古自治区能源局转发国家能源局综合司关于征集智能电网国家科技重大专项2026年度重大研发攻关需求建议的通知,,电网;智能电网,HTML,50,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202505/t20250520_2726023.html,https://nyj.nmg.gov.cn/slh/tz/index_23.html
20260502_020427,CAND-F9B858AD5681,SRC-MU-003,直辖市,北京,北京市科学技术委员会中关村管委会-政策文件,北京市科学技术委员会 中关村科技园区管理委员会,北京市科学技术委员会、中关村科技园区管理委员会关于转发国家重点研发计划“氢能技术”“储能与智能电网技术”重点专项2025年度项目申报要求文件的通知,,电网;智能电网,HTML,50,低分候选,暂不回填,https://kw.beijing.gov.cn/zwgk/zcwj/202506/t20250605_4106748.html,https://kw.beijing.gov.cn/zwgk/zcwj/index_6.html
20260502_020427,CAND-14295E0B7DF3,SRC-MU-003,直辖市,北京,北京市科学技术委员会中关村管委会-政策文件,北京市科学技术委员会 中关村科技园区管理委员会,北京市科学技术委员会、中关村科技园区管理委员会关于转发智能电网国家科技重大专项2024年度公开项目申报要求文件的通知,,电网;智能电网,HTML,50,低分候选,暂不回填,https://kw.beijing.gov.cn/zwgk/zcwj/202409/t20240918_3894439.html,https://kw.beijing.gov.cn/zwgk/zcwj/index_12.html
20260502_020427,CAND-3DA7284CC1D1,SRC-MU-003,直辖市,北京,北京市科学技术委员会中关村管委会-政策文件,北京市科学技术委员会 中关村科技园区管理委员会,北京市科学技术委员会、中关村科技园区管理委员会关于转发智能电网国家科技重大专项2026年度公开项目申报要求文件的通知,,电网;智能电网,HTML,50,低分候选,暂不回填,https://kw.beijing.gov.cn/zwgk/zcwj/202510/t20251031_4249185.html,https://kw.beijing.gov.cn/zwgk/zcwj/index_3.html
20260502_020427,CAND-06667FFC37CC,SRC-MU-002,直辖市,北京,北京市经济和信息化局-政策文件,北京市经济和信息化局,北京市经济和信息化局关于印发《北京市关于支持新型储能产业发展的若干政策措施》的通知,,新型储能,HTML,50,低分候选,暂不回填,https://jxj.beijing.gov.cn/zwgk/2024zcwj/202406/t20240607_3707284.html,https://jxj.beijing.gov.cn/zwgk/2024zcwj/index_9.html
20260502_020427,CAND-B5665844400F,SRC-P-033,省级,内蒙古自治区,内蒙古自治区能源局-通知公告,内蒙古自治区能源局,国家发展改革委办公厅关于强化中长期合同管理确保电煤质量稳定的通知,,中长期,HTML,50,低分候选,暂不回填,https://nyj.nmg.gov.cn/slh/tz/202208/t20220812_2102396.html,https://nyj.nmg.gov.cn/slh/tz/index_32.html
20260502_020427,CAND-094389A70CF3,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省发展改革委 广东省能源局关于印发广东省促进新型储能电站发展若干措施的通知06-05,,新型储能,HTML,50,低分候选,暂不回填,https://drc.gd.gov.cn/snyj/tzgg/content/post_4192560.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_23.html
20260502_020427,CAND-4CF37D211934,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局关于加强新型储能电站规范管理的通知07-04,,新型储能,HTML,50,低分候选,暂不回填,https://drc.gd.gov.cn/snyj/tzgg/content/post_4211887.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_21.html
20260502_020427,CAND-67415C85DA3C,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局关于发布《广东省新型电力系统技术创新研究指南》及开展项目申报的通知07-04,,新型电力系统,HTML,50,低分候选,暂不回填,https://drc.gd.gov.cn/snyj/tzgg/content/post_4211873.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_21.html
20260502_020427,CAND-B0E3CBAAC3E8,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局关于广东省新型电力系统技术创新项目立项的通知12-13,,新型电力系统,HTML,50,低分候选,暂不回填,https://drc.gd.gov.cn/snyj/tzgg/content/post_4300450.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_18.html
20260502_020427,CAND-F431B3F6A5B6,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局关于转发《国家能源局综合司关于征集智能电网国家科技重大专项2026年度重大研发攻关需求建议的函》的通知05-20,,电网;智能电网,HTML,50,低分候选,暂不回填,https://drc.gd.gov.cn/snyj/tzgg/content/post_4713737.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_7.html
20260502_020427,CAND-D4EB161C3DC9,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局关于转发《智能电网国家科技重大专项管理办公室关于征集2027年度重大研发攻关需求建议的函》的通知04-10,,电网;智能电网,HTML,50,低分候选,暂不回填,https://drc.gd.gov.cn/snyj/tzgg/content/post_4881258.html,https://drc.gd.gov.cn/snyj/tzgg/mindex.html
20260502_020427,CAND-26FEED6DBE80,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局转发国家能源局关于开展新型储能试点示范工作的通知06-26,,新型储能,HTML,50,低分候选,暂不回填,https://drc.gd.gov.cn/snyj/tzgg/content/post_4206854.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_22.html
20260502_020427,CAND-C8CD31ADFB98,SRC-P-002,省级,广东,广东省能源局-通知公告,广东省能源局,广东省能源局转发国家能源局综合司关于征集智能电网国家科技重大专项2025年度重大攻关需求建议的通知10-29,,电网;智能电网,HTML,50,低分候选,暂不回填,https://drc.gd.gov.cn/snyj/tzgg/content/post_4515619.html,https://drc.gd.gov.cn/snyj/tzgg/mindex_11.html
20260502_020427,CAND-8D6B1F6320FE,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,转发国家电监会关于报送2010年度电价执行和电费结算情况的通知 2011-03-17,2011-03-17,结算,HTML,50,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110005.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_33.html
20260502_020427,CAND-EB7260FBDAA8,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于组织开展2012年电网安全专项调研工作的通知 2012-03-30,2012-03-30,电网,HTML,50,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110040.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-6EA97885B035,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于印发《贵州省电力工程建设备案管理规定实施细则》的通知 2013-03-26,2013-03-26,实施细则,HTML,50,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3483.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_47.html
20260502_020427,CAND-35247A5F14C8,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于开展山东省电网安全风险管控专项行动的通知 2013-03-28,2013-03-28,电网,HTML,50,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110087.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_27.html
20260502_020427,CAND-6C8BE67C3E4B,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于转发电监会《关于加强电力安全工作防范电网大面积停电的意见》的通知 2013-03-28,2013-03-28,电网;电力安全,HTML,50,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110091.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_27.html
20260502_020427,CAND-B70BF43D0BCB,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于印发《贵州省电力建设工程备案管理实施细则》的通知 2014-05-22,2014-05-22,实施细则,HTML,50,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3545.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_43.html
20260502_020427,CAND-5DE8315BBB89,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于进一步加强市级电网大面积停电应急工作的通知 2014-07-18,2014-07-18,电网,HTML,50,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110170.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_22.html
20260502_020427,CAND-DA13655552FC,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于印发《四川电力应急预案管理实施细则》的通知 2015-03-24,2015-03-24,实施细则,HTML,50,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_133967.html,https://scb.nea.gov.cn/dtyw/tzgg/index_43.html
20260502_020427,CAND-566AE7776957,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于印发《四川电力企业应急预案管理实施细则》的通知 2015-04-13,2015-04-13,实施细则,HTML,50,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_133970.html,https://scb.nea.gov.cn/dtyw/tzgg/index_43.html
20260502_020427,CAND-5AED596ADA43,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于开展电网企业2015年和2016年1-6月电价执行和电费结算情况检查的通知 2016-08-11,2016-01-06,结算;电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116043.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_43.html
20260502_020427,CAND-8F99BCE2EBA1,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于电网企业报送2015年度财务信息的通知(新监能综市场[2016]7号) 2016-02-01,2016-02-01,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116021.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_44.html
20260502_020427,CAND-014714C87DEE,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2016年一季度新疆电网 “两个细则”考核补偿情况的通知 2016-08-05,2016-08-05,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116041.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_43.html
20260502_020427,CAND-BAD7A21DEA5B,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2016年二、三季度新疆电网 “两个细则”考核补偿情况的通知 2016-11-25,2016-11-25,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116068.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_41.html
20260502_020427,CAND-A697347CC4F4,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于开展电网企业2016年和2017年1-4月电价执行和电费结算情况检查的通知 2017-06-08,2017-01-04,结算;电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116120.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_38.html
20260502_020427,CAND-8C8D7A926910,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,关于征求《青海省电力中长期交易规则（暂行）》（征求意见稿）意见建议的通知 2017-03-20,2017-03-20,交易规则;中长期,HTML,50,低分候选,暂不回填,https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147488.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_23.html
20260502_020427,CAND-F60C1563C5F2,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,关于征求《宁夏电力中长期交易规则（暂行）》（征求意见稿）意见建议的通知 2017-03-21,2017-03-21,交易规则;中长期,HTML,50,低分候选,暂不回填,https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147489.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_23.html
20260502_020427,CAND-4287D7B565E7,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,关于报送2016年度电网企业价格与成本信息的通知 2017-03-28,2017-03-28,电网,HTML,50,低分候选,暂不回填,https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147492.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_22.html
20260502_020427,CAND-E125B90B9DC4,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2016年四季度新疆电网 “两个细则”考核补偿有关情况的通知 2017-04-11,2017-04-11,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116101.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_39.html
20260502_020427,CAND-53349E55E34E,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2017年一季度新疆电网 “两个细则”考核补偿情况的通知 2017-07-12,2017-07-12,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116128.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_37.html
20260502_020427,CAND-4CD8F938CEF1,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公布2017年8-10月新疆电网“两个细则”考核和补偿结果的通知 2018-08-09,2017-08-10,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116204.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_32.html
20260502_020427,CAND-9986F5631534,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家发展改革委办公厅 国家能源局综合司关于开展电力现货市场建设试点工作的通知 2017-09-06,2017-09-06,现货,HTML,50,低分候选,暂不回填,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221128.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_39.html
20260502_020427,CAND-C6709A6E0366,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2017年二季度新疆电网 “两个细则”考核补偿情况的通知 2017-09-14,2017-09-14,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116138.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_36.html
20260502_020427,CAND-637C0A4D6A90,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2017年7月份新疆电网 “两个细则”考核补偿情况的通知 2017-10-31,2017-10-31,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116149.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_36.html
20260502_020427,CAND-B030C1E9B8A9,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,福建能源监管办关于征求《福建省电力市场交易规则（试行）》修改意见的函（闽监能... 2017-12-27,2017-12-27,电力市场;交易规则,HTML,50,低分候选,暂不回填,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221148.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_37.html
20260502_020427,CAND-B0D91E8AAD8C,SRC-P-013,省级,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,关于四川电网2017—2019年输配电价 及有关事项的通知,2017-12-29,输配电价;电网,HTML,50,低分候选,暂不回填,https://fgw.sc.gov.cn/sfgw/zcwj/2017/12/29/8dac3cab0ed04dbeaf16a03496c92e6a.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_14.shtml
20260502_020427,CAND-A31FCA3B69CE,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于开展电网企业2017年和2018年1-5月电价执行和电费结算情况检查的通知 2018-05-14,2018-01-05,结算;电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116188.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_33.html
20260502_020427,CAND-32EC56B7C34A,SRC-R-003,区域监管,山东,国家能源局山东监管办公室-通知公告,国家能源局派出机构,关于明确山东省非电网企业存量配电项目配电区域划分有关事项的通知 2018-01-22,2018-01-22,电网,HTML,50,低分候选,暂不回填,https://sdb.nea.gov.cn/dtyw/tzgg/202309/t20230919_110357.html,https://sdb.nea.gov.cn/dtyw/tzgg/index_9.html
20260502_020427,CAND-A7B2EC5B4AC6,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2017年9月份新疆电网“两个细则”考核补偿情况的通知 2018-01-30,2018-01-30,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116163.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_35.html
20260502_020427,CAND-1F0E84B7E240,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2017年10月份新疆电网“两个细则” 考核补偿情况的通知 2018-02-09,2018-02-09,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116167.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_35.html
20260502_020427,CAND-BFDE37C5B28B,SRC-PR-004,省级监管,福建,国家能源局福建监管办公室-通知公告,国家能源局福建监管办公室,国家能源局福建监管办公室关于印发福建省电力市场交易相关合同示范文本的通知（闽... 2018-03-21,2018-03-21,电力市场,HTML,50,低分候选,暂不回填,https://fjb.nea.gov.cn/dtyw/tzgg/202312/t20231217_221156.html,https://fjb.nea.gov.cn/dtyw/tzgg/index_36.html
20260502_020427,CAND-265CC1D20A89,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于印发《新疆自治区电力建设工程安全管理备案实施细则》的通知 2018-03-28,2018-03-28,实施细则,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116177.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_34.html
20260502_020427,CAND-9C17458917F4,SRC-R-006,区域监管,西北区域,国家能源局西北监管局-通知公告,国家能源局派出机构,关于报送2017年度电网企业价格与成本信息的通知 2018-04-04,2018-04-04,电网,HTML,50,低分候选,暂不回填,https://xbj.nea.gov.cn/dtyw/tzgg/202310/t20231013_147501.html,https://xbj.nea.gov.cn/dtyw/tzgg/index_22.html
20260502_020427,CAND-632AD4C2145F,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2017年11、12月份新疆电网“两个细则”考核补偿情况的通知 2018-04-20,2018-04-20,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116182.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_34.html
20260502_020427,CAND-79324231F6FB,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于公布贵州省统调电厂2018年5-6月并网运行考核及辅助服务补偿结果的通知 2018-09-07,2018-05-06,辅助服务,HTML,50,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3677.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_34.html
20260502_020427,CAND-CC0B6E5F4561,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2018年4月辅助服务补偿及并网运行考核情况》进行公示的通知 2018-06-05,2018-06-05,辅助服务,HTML,50,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134158.html,https://scb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-60023B1AE45E,SRC-P-013,省级,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,四川省发展和改革委员会关于2018年富余电量输配电价有关问题的通知（川发改价格〔2018〕245号）,2018-06-05,输配电价,HTML,50,低分候选,暂不回填,https://fgw.sc.gov.cn/sfgw/zcwj/2018/6/5/47513843662647cb98ab92964f4bcc8d.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_11.shtml
20260502_020427,CAND-4E430FA05A73,SRC-P-013,省级,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,四川省发展和改革委员会关于调整省属电网电价管理权限有关事项的通知（川发改价格〔2018〕244号）,2018-06-05,电网,HTML,50,低分候选,暂不回填,https://fgw.sc.gov.cn/sfgw/zcwj/2018/6/5/98e6e165bf964be2becda7543e30d530.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_12.shtml
20260502_020427,CAND-B406EE6ED2DC,SRC-P-013,省级,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,四川省发展和改革委员会关于降低省属电网一般工商业电价有关事项的通知（川发改价格〔2018〕241号）,2018-06-05,电网,HTML,50,低分候选,暂不回填,https://fgw.sc.gov.cn/sfgw/zcwj/2018/6/5/856b07cb20394699afb64cf796db3381.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_12.shtml
20260502_020427,CAND-CE7B1A94BCE6,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2018年5月辅助服务补偿及并网运行考核情况》进行公示的通知 2018-07-04,2018-07-04,辅助服务,HTML,50,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134159.html,https://scb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-4636418A16B6,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于公布贵州省统调电厂2017年12月并网运行考核及辅助服务补偿结果的通知 2018-07-12,2018-07-12,辅助服务,HTML,50,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3668.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_35.html
20260502_020427,CAND-BAD621DC5BAF,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于贵州思瑞珂售电有限公司注册成为贵州省电力自主交易市场主体相关信息的公示 2018-07-23,2018-07-23,注册,HTML,50,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3670.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_35.html
20260502_020427,CAND-422FD8D13C5B,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2018年6月辅助服务补偿及并网运行考核情况》进行公示的通知 2018-08-07,2018-08-07,辅助服务,HTML,50,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134160.html,https://scb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-D531CFB055F3,SRC-PR-001,省级监管,江苏,国家能源局江苏监管办公室-通知,国家能源局江苏监管办公室,关于下达2017年江苏统调发电企业辅助服务补偿结果的通知 2018-08-08,2018-08-08,辅助服务,HTML,50,低分候选,暂不回填,https://jsb.nea.gov.cn/dtyw/tz/202309/t20230910_32118.html,https://jsb.nea.gov.cn/dtyw/tz/index_8.html
20260502_020427,CAND-A952587635F7,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于公布贵州省统调电厂2018年8-11月并网运行考核及辅助服务补偿结果的通知 2019-04-12,2018-08-11,辅助服务,HTML,50,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3697.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_33.html
20260502_020427,CAND-CB3D41230BAB,SRC-PR-006,省级监管,贵州,国家能源局贵州监管办公室-通知公告,国家能源局贵州监管办公室,关于公布贵州省统调电厂2018年4月并网运行考核及辅助服务补偿结果的通知 2018-08-20,2018-08-20,辅助服务,HTML,50,低分候选,暂不回填,https://gzb.nea.gov.cn/dtyw/tzgg/202308/t20230821_3673.html,https://gzb.nea.gov.cn/dtyw/tzgg/index_35.html
20260502_020427,CAND-2B351BEA237B,SRC-P-013,省级,四川,四川省发展和改革委员会-政策文件,四川省发展和改革委员会,四川省发展和改革委员会关于明确大数据等相关用电输配电价政策的通知（川发改价格〔2018〕416号）,2018-09-03,输配电价,HTML,50,低分候选,暂不回填,https://fgw.sc.gov.cn/sfgw/zcwj/2018/9/3/dc76bae15f1346eaa54f8f86ed4fea70.shtml,https://fgw.sc.gov.cn/sfgw/zcwj/list_11.shtml
20260502_020427,CAND-7B322D98F270,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2018年7月辅助服务补偿及并网运行考核情况》进行公示的通知 2018-09-07,2018-09-07,辅助服务,HTML,50,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134161.html,https://scb.nea.gov.cn/dtyw/tzgg/index_30.html
20260502_020427,CAND-850420D86196,SRC-R-004,区域监管,华北区域,国家能源局华北监管局-通知公告,国家能源局派出机构,华北能源监管局关于做好2018年中秋、国庆“两节”期间电力安全生产工作的通知 2018-09-19,2018-09-19,电力安全,HTML,50,低分候选,暂不回填,https://hbj.nea.gov.cn/dtyw/tzgg/202309/t20230925_120189.html,https://hbj.nea.gov.cn/dtyw/tzgg/index_33.html
20260502_020427,CAND-97F33C3F78EA,SRC-PR-007,省级监管,新疆,国家能源局新疆监管办公室-通知公告,国家能源局新疆监管办公室,关于公示2018-2019年度新疆电网供暖期公用火电机组最小运行方式的通知 2018-09-26,2018-09-26,电网,HTML,50,低分候选,暂不回填,https://xjb.nea.gov.cn/dtyw/tzgg/202309/t20230923_116215.html,https://xjb.nea.gov.cn/dtyw/tzgg/index_31.html
20260502_020427,CAND-88FB92473038,SRC-PR-005,省级监管,四川,国家能源局四川监管办公室-通知公告,国家能源局四川监管办公室,关于对《四川省直调发电厂2018年8月辅助服务补偿及并网运行考核情况》进行公示的通知 2018-11-06,2018-11-06,辅助服务,HTML,50,低分候选,暂不回填,https://scb.nea.gov.cn/dtyw/tzgg/202310/t20231009_134163.html,https://scb.nea.gov.cn/dtyw/tzgg/index_30.html
